,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LAT,LNG
107,Café Ilha,cafeteria,"R. dos Cariris, 43 - Térreo - Praia de Iracema, Fortaleza - CE, 60060-230",Cafeteria,4.6,38,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Praia De Iracema,-3.719156009014,-38.517025978545
108,Café Arretado,cafeteria,"R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290",Cafeteria,3.7,35,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Benfica,-3.739046013793,-38.539731967514
109,Los locos coffee,cafeteria,"R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-130",Cafeteria,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726699147102,-38.526929305513
110,Padoca Les Roches,cafeteria,"Parque Manibura, Fortaleza - CE, 60810-350",$$,4.6,485,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Parque Manibura,-3.7934839,-38.4864915
111,Santa Maria Café,cafeteria,"(Dentro do Hospital São Camilo) 280, R. Nogueira Acioli - Centro, Fortaleza - CE",Cafeteria,2.8,36,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729659517953,-38.516756793903
112,Emporio do Edu,cafeteria,"Rua Nossa Senhora da Piedade, 11 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-492",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza),-3.739030004357,-38.521978006941
113,Cafeteria deliciosa torta,cafeteria,"Av. Washington Soares, 747 - Edson Queiroz, Fortaleza - CE, 60811-440",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.759452396158,-38.483162448362
114,The Coffee,cafeteria,"Av. Beira Mar, 840 - Praia de Iracema, Fortaleza - CE, 60060-610",Cafeteria,4.8,59,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Praia De Iracema,-3.720107019749,-38.51238902589
115,Tapiocaria da Bena,cafeteria,"Rua Santo Antônio, 20 - Benfica, Fortaleza - CE, 60020-090",$,4.8,71,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.743443998389,-38.537357961078
116,Caffee Lounge,cafeteria,"Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60320-504",Cafeteria,3.6,13,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Pres. Kennedy,-3.727442031427,-38.567276169833
117,Fettuccine's Massas & Café,cafeteria,"Rua Padre Luís Figueira, 10 - Aldeota, Fortaleza - CE, 60150-120",Cafeteria,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.732815434898,-38.51305802863
118,Empório Del Quartiere,cafeteria,"R. Jaime Pinheiro, 177 - Guararapes, Fortaleza - CE, 60810-250",$$,4.5,428,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Guararapes,-3.759779992401,-38.486945004429
119,Café Entalpia - Bairro de Fátima (Cafeteria Temática),cafeteria,"Av. Aguanambi, 1280 - Loja 5 - Fátima, Fortaleza - CE, 60050-220",Cafeteria,5.0,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.74957520445,-38.523944732344
120,"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",cafeteria,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista de café,4.9,51,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Centro,-3.728701990903,-38.518802020009
121,Coffee cake,cafeteria,"Av. Aguanambi, 1447 - Fátima, Fortaleza - CE, 60055-401",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.751100826359,-38.523411980054
122,The Coffee,cafeteria,"Av. Washington Soares, 4352 - Loja 04 - Parque Manibura, Fortaleza - CE, 60821-750",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parque Manibura,-3.795372687093,-38.480095348216
123,Valdemar,cafeteria,"R. Pedro Pereira - Centro, Fortaleza - CE, 60020-030",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728732210664,-38.531484276868
124,Café de Oyá,cafeteria,"R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210",Bar,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.734951998915,-38.532966011452
125,Cafeteria Club Café Rituais - Aeroporto Internacional de Fortaleza,cafeteria,"Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900",Cafeteria,3.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Serrinha,-3.780419004047,-38.540042014113
126,"Matte & Cia, mate e cia, massas, cafes , caldos, DD Lanches",cafeteria,"R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-130",Lanchonete,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726699147102,-38.526929305513
127,Bacio di Latte - Shopping Iguatemi Fortaleza,cafeteria,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",$$$,4.5,180,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Edson Queiroz,-3.757360011226,-38.489447002527
128,Fortaleza,cafeteria,"R. Cararú, 04 - Sabiaguaba, Fortaleza - CE, 60835-305",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Sabiaguaba,-3.805511991403,-38.429414973794
129,Cafè Dos Reis,cafeteria,"Av. Washington Soares, 4294 - Edson Queiroz, Fortaleza - CE, 60810-350",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.79453798467,-38.48022296954
130,Bellanches,cafeteria,"R. Castro e Silva, 780 - Centro, Fortaleza - CE, 60030-010",Café,4.4,45,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.722178984304,-38.531993962141
131,Tapiocariabia,cafeteria,"R. Pedro Pereira, 1592 - Centro, Fortaleza - CE, 60035-001",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726226982533,-38.539211032232
132,Cookie Mania Bairro De Fátima,cafeteria,"Av. Deputado Oswaldo Studart, 40a - Fátima, Fortaleza - CE, 60411-260",Cafeteria,4.8,38,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Fátima,-3.752000999521,-38.526654019266
133,Café do Bigode,cafeteria,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Loja,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.7367919943,-38.497113007352
134,Cafeteria Club Café Santa Clara Reserva da Família - Aeroporto Internacional de Fortaleza,cafeteria,"Terminal, Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900",Cafeteria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Serrinha,-3.780419004047,-38.540042014113
135,Café Viriato,cafeteria,"R. Osvaldo Cruz, 2828 - Dionísio Torres, Fortaleza - CE, 60125-151",Restaurante,4.4,49,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Dionísio Torres,-3.749170011724,-38.504768031884
136,Cafeteria Rituais - Club Café,cafeteria,"R. Des. Lauro Nogueira, 1500 Livraria Cultura RioMar Fortaleza (2° Piso - Papicu, Fortaleza - CE, 60175-055",Cafeteria,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.7412,-38.4705
137,Padaria Evandro Delicatessen,cafeteria,"R. Carlos Vasconcelos, 2169 - Aldeota, Fortaleza - CE, 60115-171",$,4.6,1212,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota,-3.740909017502,-38.513366020524
138,Jardim Café,cafeteria,"R. Nogueira Acioli, 891 - Aldeota, Fortaleza - CE, 60110-140",Café,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.731342981771,-38.517224962125
139,Cafe GGVP,cafeteria,"Av. Desembargador Moreira, 1800 - Aldeota, Fortaleza - CE, 60170-002",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.741547006062,-38.500080033438
140,Bless café & açaí,cafeteria,"R. Soriano Albuquerque, 62 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-470",Cafeteria,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza),-3.748391523654,-38.517501375556
141,Lanches,cafeteria,"R. da Assunção, 25 - Centro, Fortaleza - CE, 60050-010",Cafeteria,4.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730453012386,-38.527296995058
142,Conveniência Vip Service,cafeteria,"R. Barão do Rio Branco, 1385 - Centro, Fortaleza - CE, 60025-061",Cafeteria,4.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730416006283,-38.529495987356
143,Santa Maria Gourmet,cafeteria,"Dentro do Hospital Otoclinica - Joaquim Távora (Fortaleza), Fortaleza - CE",Cafeteria,3.6,31,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza),-3.7422051,-38.5129728
144,Go Coffee - Dom Luis,cafeteria,"Av. Júlio Abreu, 120 - loja 5 - Meireles, Fortaleza - CE, 60160-240",Café,4.1,14,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.735975010198,-38.488026018482
145,Padaria Romana Delicatessen,cafeteria,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",$$,4.3,3000,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Fátima,-3.750658009085,-38.527720029712
146,Tony Machine,cafeteria,"Avenida Imperador, 1060 - Centro, Fortaleza - CE, 60015-050",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730060990774,-38.535151005972
147,Cafeteria Família Café,cafeteria,"R. Rosinha Sampaio, 1869 - Quintino Cunha, Fortaleza - CE, 60346-251",Cafeteria,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Quintino Cunha,-3.724788019305,-38.595201977806
148,Bom Café Brasil,cafeteria,"R. da Assunção, 912 - José Bonifacio, Fortaleza - CE, 60420-430",Torrefação de café,5.0,28,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.737981009175,-38.529806033955
149,Tapioca & Cia,cafeteria,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60015-221",Cafeteria,3.4,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729827832471,-38.539351298696
150,"Coffee, Love & Friends",cafeteria,"Somente Delivery - R. Máximo Linhares, 310 - Cidade dos Funcionários, Fortaleza - CE, 60822-482","Loja de cestas de presente em Fortaleza, Ceará",0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade Dos Funcionários,-3.798918450837,-38.491968830872
151,Café Solar Fortaleza,cafeteria,"R. Leonardo Mota, 295 - Meireles, Fortaleza - CE, 60160-110",Cafeteria,4.8,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.728839939628,-38.493782886969
152,Madocinhos,cafeteria,"Rua Governador Sampaio - Centro, Fortaleza - CE, 60055-050",Lanchonete,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727903749795,-38.524282708929
153,Tortelê,cafeteria,"R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.739214586744,-38.481008995864
154,Le Pain Le Café Boulangerie,cafeteria,"R. Monsenhor Catão, 1430 - Aldeota, Fortaleza - CE, 60175-000",Cafeteria,4.5,180,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.743807920299,-38.492271045368
155,Catarina Cafe,cafeteria,"Av. Eng. Santana Jr., 999 - Papicu, Fortaleza - CE, 60175-652",Cafeteria,5.0,42,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.736889014829,-38.482708036193
156,Panebox Gourmet (Fátima),cafeteria,"Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150",$$,4.3,1192,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Fátima,-3.747656994382,-38.526946966782
157,Le Caféine,cafeteria,"Av Santos Dumont 3130 Quiosque 102, Piso 1, Fortaleza - CE, 60150-162",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,"Av Santos Dumont 3130 Quiosque 102, Piso 1",-3.7367919943,-38.497113007352
158,Ponto do Guaraná e Cafeteria,cafeteria,"R. Barão de Aracati, 886 - Aldeota, Fortaleza - CE, 60115-081",Lanchonete,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.729084576077,-38.510772930316
159,Moncloa Tea Boutique,cafeteria,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja de chás,4.8,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
160,Sablé Diamant,cafeteria,"Rua Dr. José Lourenço, 1414 - Aldeota, Fortaleza - CE, 60115-280",$$$,4.6,1073,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.735607002739,-38.508097994378
161,JN Bolos e Confeitaria,cafeteria,"Rua Solon Pinheiro, 180 - Centro, Fortaleza - CE, 60050-040",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732031995306,-38.526746974572
162,Espaço Vida Saudável Fit Lounge Bem Fica,cafeteria,"R. da Assunção, 1189 - José Bonifacio, Fortaleza - CE, 60050-011",Casa de chá tradicional,4.9,14,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.73999501287,-38.530468958677
163,Mais1 Café - Fortaleza,cafeteria,"R. Vicente Leite, 876 - Meireles, Fortaleza - CE, 60170-150",Cafeteria,4.8,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733927017885,-38.494418979853
164,Pâine Croissanterie,cafeteria,"R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055",Patisserie,4.3,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.739214586744,-38.481008995864
165,Monstera Café Cultural,cafeteria,"Av. Pontes Vieira, 417 - Dionísio Torres, Fortaleza - CE, 60130-240",Café,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres,-3.752797992785,-38.516832021306
166,Café Passeio,cafeteria,"Passeio Público - R. Dr. João Moreira - Centro, Fortaleza - CE, 60030-000",$$,4.5,1044,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Centro,-3.7224571,-38.527832
167,Vibe café,cafeteria,"Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220",Cafeteria,3.7,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó,-3.748955228834,-38.467358211243
168,Empório Brownie,cafeteria,"R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290",Padaria,4.4,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.739046013793,-38.539731967514
169,CAFE CARAMELLO FORTALEZA - DISTRIBUIDORA,cafeteria,"R. Tibúrcio Cavalcante, 1675 - Meireles, Fortaleza - CE, 60125-045",Café,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.739553999034,-38.503515021179
170,Cheirim Bão,cafeteria,"Av. Santos Dumont, 3131 - Aldeota, Fortaleza - CE, 60150-162",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.736659015406,-38.496591988251
171,D’ellas Cafeteria,cafeteria,"Rua Torres Câmara, 181 - Aldeota, Fortaleza - CE, 60150-060",Café,4.4,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.736912029682,-38.502971569976
172,Empório do Cacau Brasil,cafeteria,"R. Sen. Pompeu, 2610 - loja 17 - José Bonifacio, Fortaleza - CE, 60025-001",Cafeteria,5.0,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.741160013592,-38.533807973626
173,Café Santa Clara,cafeteria,"Av. Washington Soares, 85 - Loja 68 - Messejana, Fortaleza - CE, 60810-350",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Messejana,-3.757360011226,-38.489447002527
174,cafe dek porronda,cafeteria,"R. Barão do Rio Branco, 1006 - Centro, Fortaleza - CE, 60025-060",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727203013248,-38.528473981902
175,Loja Ostara,cafeteria,"R. Castro e Silva, 401 - Centro, Fortaleza - CE, 60030-010",Sorveteria,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.723553997689,-38.528499533096
176,Trino Café Montese | Sua cafeteria no Montese,cafeteria,"R. Edite Braga, 1310 - Montese, Fortaleza - CE, 60410-222",Café,4.8,221,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Montese,-3.760911004506,-38.547742971474
177,Tortelê - Riomar Fortaleza,cafeteria,"Rua Desembargador Lauro Nogueira 1500, Piso L2 2052 - Papicu, Fortaleza - CE, 60175-055",Confeitaria,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Papicu,-3.742328615642,-38.471450178313
178,Café Aurora,cafeteria,"Alameda das Boas Noites, 333A - Cidade 2000, Fortaleza - CE, 60190-180",Café,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.749631016399,-38.471860009465
179,Vibe 085,cafeteria,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",$$,4.6,172,270.0,270.0,0 days 04:30:00,0 days 04:30:00,Cocó,-3.748955228834,-38.467358211243
180,Launic caralem,cafeteria,"Av. das Graviolas, 1000 - Cidade 2000, Fortaleza - CE, 60190-560",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751439998742,-38.471793960068
181,"Emporio, café, almoço.",cafeteria,"Av. Dioguinho, 4792-4800 - Vicente Pinzon, Fortaleza - CE, 60182-125",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.756542852967,-38.445785838923
182,Cafe Marita FORTALEZA CE,cafeteria,"R. Alagoas, 1169 - Demócrito Rocha, Fortaleza - CE, 60440-150",Loja de produtos naturais,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Demócrito Rocha,-3.761007983126,-38.56878800251
183,Bento Cafeteria e Rostisseria,cafeteria,"Rua Padre Valdevino, 1138 - Aldeota, Fortaleza - CE, 60135-040",Restaurante,5.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.739087959873,-38.51718442901
184,Boutique do Café,cafeteria,"Av. Leste Oeste, 3569 - Cristo Redentor, Fortaleza - CE, 60010-450",Café,4.3,26,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cristo Redentor,-3.710053037514,-38.563637130888
185,ELO COZINHA AFETIVA,cafeteria,"Rua Torres Câmara, 100 - Aldeota, Fortaleza - CE, 60150-060",Cafeteria,5.0,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.73458801477,-38.510210988349
186,Lindt,cafeteria,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Chocolateria,0.0,0,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Papicu,-3.742328615642,-38.471450178313
187,Livraria Lamarca,cafeteria,"Av. da Universidade, 2475 - Benfica, Fortaleza - CE, 60020-180",Livraria,4.7,752,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.738737014932,-38.537093009119
188,Fortaleza,cafeteria,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.726955998562,-38.512681973406
189,Guanabara Pastelaria,cafeteria,"R. Major Facundo, 1003 - Centro, Fortaleza - CE, 60025-100",$,4.7,505,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro,-3.731652001725,-38.529370007352
190,Bistrô da Silvestre,cafeteria,"Centro, Fortaleza - CE, 60055-080",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72811,-38.5247
191,LeCafé,cafeteria,"R. Gen. Clarindo de Queiroz, 1745 - Box 350 - Farias Brito, Fortaleza - CE, 60010-250",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito,-3.729827832471,-38.539351298696
192,Candyman bolos e doces,cafeteria,"Alameda das Crisadálias - Cidade 2000, Fortaleza - CE, 60190-380",Confeitaria,5.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751160252723,-38.474572938157
193,Leão do Sul Pastelaria,cafeteria,"R. Pedro Borges, 193 - Centro, Fortaleza - CE, 60055-110",$$,4.2,454,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro,-3.728079830645,-38.525585571158
194,Café Com Óculos,cafeteria,"R. Ildefonso Albano, 1445 - Aldeota, Fortaleza - CE, 60115-000","Ótica em Fortaleza, Ceará",4.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.733300009618,-38.513181031921
195,Rs Panificadora,cafeteria,"R. Paulo Mendes, 308 - Antonio Diogo, Fortaleza - CE, 60182-410",Padaria,4.6,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antonio Diogo,-3.742599982648,-38.454328001688
196,Mercantinho,cafeteria,"Av. Visconde do Rio Branco, 2412 - José Bonifacio, Fortaleza - CE, 60110-001",Supermercado,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.74209704302,-38.522911999925
197,Brazilian Coffee,cafeteria,"R. Carapinima, 2200 - 139 - Benfica, Fortaleza - CE, 60015-329","Loja de departamento em Fortaleza, Ceará",0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.739861003381,-38.540265327512
198,Cafe Caramello C.D.,cafeteria,"R. Tibúrcio Cavalcante - Fortaleza, CE, 60125-045",Café,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,045,-3.740925789888,-38.504159460308
199,Café Nordeste,cafeteria,"Rua Tigipió, 33 - Praia de Iracema, Fortaleza - CE, 60060-420",Café,4.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.721221980509,-38.516345032731
200,Indie Bistrô & Arte,cafeteria,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,4.5,110,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza),-3.74638198118,-38.51610103553
201,Nhamy Nhamy Mercado Saudável,delivery de comida,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,5.0,20,20.0,90.0,0 days 00:20:00,0 days 01:30:00,Cambeba,-3.80129899541,-38.49110796046
202,Verdelima Restaurante,delivery de comida,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,4.5,477,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Aldeota,-3.736557555975,-38.501646239451
203,Divina Comida,delivery de comida,"Rua Desembargador Leite Albuquerque, 920 - Aldeota, Fortaleza - CE, 60150-100",$$,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Aldeota,-3.738148018596,-38.496472965226
204,Delivery Menu,delivery de comida,"R. Osvaldo Cruz, 2085 - Dionísio Torres, Fortaleza - CE, 60125-151",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres,-3.743740005299,-38.502894005972
205,Delivery da Silvana e Kelson,delivery de comida,"Alameda Maria da Glória - Cidade 2000, Fortaleza - CE, 60190-180",Restaurante de comida caseira,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.750283405731,-38.46978107831
206,Saladex,delivery de comida,"Rua Frei Mansueto, 160 - Meireles, Fortaleza - CE, 60175-070",$$,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725989984221,-38.489402997535
207,"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",delivery de comida,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,0.0,0,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Parquelândia,-3.737882982817,-38.546173963019
208,Brasileirinho Delivery,delivery de comida,"R. Costa Barros, 941 - Loja 04 e 05 - Aldeota, Fortaleza - CE, 60160-280",$,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.729253017218,-38.514543007368
209,Divina Comida,delivery de comida,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",$$,0.0,0,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota,-3.736912029682,-38.502971569976
210,China In Box Praia,delivery de comida,"Av. Santos Dumont, 6945 - Manuel Dias Branco, Fortaleza - CE, 60175-057",$$,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Manuel Dias Branco,-3.74529300432,-38.470614961568
211,"Porpino Burger: Hambúrguer, Batata Frita, Hamburgueria Delivery Fortaleza CE",delivery de comida,"Av. Senador Virgílio Távora, 597 - Meireles, Fortaleza - CE, 60170-265",$$,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733052994932,-38.491906001462
212,Frango Chicken Delivery,delivery de comida,"R. José Vilar, 734 - Meireles, Fortaleza - CE, 60125-025",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.731800990054,-38.503561959836
213,Rafael Marmitaria Delivery,delivery de comida,"R. Costa Barros, 249 - Aldeota, Fortaleza - CE, 60160-280",Restaurante de comida para viagem,5.0,19,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.727148991882,-38.521446007547
214,"Habib's Parque Shopping: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",delivery de comida,"R. Dr. Gilberto Studart, 155 - Loja 34, 35 e 36 - Cocó, Fortaleza - CE, 60192-105",$$,0.0,0,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Cocó,-3.74147918512,-38.487821501394
215,Ceará Food,delivery de comida,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante de comida caseira,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.736835808662,-38.51796827645
216,China in Box,delivery de comida,"Av. Santos Dumont, 1206 - Aldeota, Fortaleza - CE, 60150-160",$$,4.5,608,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.731498990083,-38.512842989765
217,"NBS Burguer: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",delivery de comida,"R. Beni Carvalho, 677 - Dionísio Torres, Fortaleza - CE, 60135-400",Hamburgueria,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Dionísio Torres,-3.746317985349,-38.494210019006
218,Comida de Vó Delivery,delivery de comida,"R. Cuiabá, 190 - Jóquei Clube, Fortaleza - CE, 60510-055",Delivery,4.3,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jóquei Clube,-3.770793016893,-38.575712041266
